type,job,job_require,skill,path
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineer,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Dev,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Application Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineer,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'Software engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Dev,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Application Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Dev,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Application Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Dev,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Application Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Dev,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Application Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Dev,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Application Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineer,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineer,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineer,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineer,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineer,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software engineering', 'synonym>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineer,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Dev,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Application Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Dev,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Application Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineer,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Dev,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Application Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineer,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Dev,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Dev']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Application Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Application Development']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineer,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'Software engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineering', 'synonym<', 'Software Development', 'synonym<', 'Software Engineering', 'synonym>', 'Software Engineer', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,SWE,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'SWE']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineer,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Engineering,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering']"
multi_hop_synonym,Fullstack (MedTech) #1,Software Engineering,Software Development,"['Fullstack (MedTech) #1', 'require>', 'Software Engineering', 'synonym<', 'SWE', 'synonym>', 'Software Engineer', 'synonym<', 'Software Engineering', 'synonym>', 'Software Development']"
